year,month,harvest_level,open,high,low,close_x,volume,temp,CPI,Export Index,close_y,Oil Price
2009,10,5.0,579.2503787820989,590.065302993312,573.0254545789776,581.3253787647594,43204.06060606061,48.8,216.177,176.0,372.01,69.1
2009,11,4.0,620.8250833511353,629.9846667289734,615.8780832926433,624.0662500063578,38136.916666666664,45.3,216.33,188.3,389.94,71.26
2009,12,1.0,628.4844696738503,635.4481060432665,621.5731818170259,628.2828031019731,25157.969696969696,26.5,215.949,190.7,395.5,68.33
2010,1,1.0,600.9700877206367,605.4414911772076,592.9704386058606,598.1844736735026,34285.76315789474,21.9,216.687,195.3,385.87,71.64
2010,2,1.0,577.0879824119702,583.7447368220279,570.5019297683448,577.1318421614798,41664.21929824561,26.7,216.741,178.5,362.78,70.07
2010,3,1.0,556.311449189117,560.1880434837894,550.5919565117878,554.2963768779367,22004.231884057972,41.7,217.631,184.2,363.6,74.52
2010,4,1.0,554.7584127395872,561.4033333309113,549.7224603380475,555.7862698388478,33389.03968253968,54.6,218.009,170.4,354.02,77.92
2010,5,1.0,539.4817499160766,543.5902500152588,533.9234166463216,537.5344166119893,21790.258333333335,61.7,218.178,180.1,364.45,68.31
2010,6,1.0,521.3729545419866,527.9153030279911,514.3664394147469,520.1137878244573,37715.204545454544,71.2,217.965,171.7,346.78,69.22
2010,7,3.0,537.8223015618703,546.9111903962635,534.5275396922278,541.9546031951904,13175.333333333334,77.6,218.011,178.7,374.83,70.01
2010,8,2.0,591.0586363185536,602.45333330559,584.1890909599535,592.0446969812566,16808.780303030304,76.7,218.312,187.7,408.61,70.33
2010,9,3.0,639.418968230959,647.2865873972574,633.2419841403052,641.4923016078889,32775.87301587302,65.1,218.439,207.3,482.81,69.32
2010,10,5.0,697.9878572433714,710.4553968338739,690.1867461128841,701.4265079498291,55152.37301587302,56.0,218.711,225.4,545.55,75.44
2010,11,4.0,726.4646031213185,736.2515872168162,714.7385714697459,724.5495238531204,51673.69841269841,41.5,218.803,268.0,552.25,77.99
2010,12,1.0,755.9093939463297,766.2553030649821,749.5097726764101,759.1424243233421,27952.196969696968,22.5,219.179,257.3,585.58,82.89
2011,1,1.0,795.9193334261577,805.8871667226156,788.0569166501363,797.1829999923706,42619.058333333334,20.6,220.223,277.6,635.24,83.48
2011,2,1.0,834.4844736467328,845.6002631271094,820.8385965447677,832.7662281571774,52939.008771929824,26.2,221.309,298.8,690.45,83.6
2011,3,1.0,777.184927539549,787.2640579887059,767.3207970494809,777.6392753435218,32943.15217391304,36.3,223.467,325.3,683.66,95.93
2011,4,1.0,810.9215833346049,822.2206665674845,800.2001667022705,810.8326666514079,49232.4,47.7,224.906,333.8,753.1,103.83
2011,5,1.0,808.9946031419057,818.1912697988843,801.0683333381774,808.6732539525108,27609.190476190477,57.9,225.964,330.3,721.89,95.21
2011,6,1.0,793.9309848149618,802.0968940330274,780.7331060351747,788.9237878683841,50147.295454545456,69.5,225.722,340.9,720.74,89.95
2011,7,3.0,799.2617500623068,808.530749988556,791.1732500712077,800.7318332990011,12105.683333333332,79.0,225.922,301.6,683.72,90.86
2011,8,2.0,826.7960869056591,837.4848550713581,819.0046376490939,830.2864492112312,16240.710144927536,73.5,226.545,325.9,713.4,80.08
2011,9,3.0,828.0057936471607,832.851111184983,816.3192063286191,821.5061111752949,34664.02380952381,62.2,226.889,342.6,689.23,79.34
2011,10,5.0,761.9253174918039,772.2947619604686,753.3958730849009,763.2404761844211,55749.38888888889,54.9,226.421,277.5,632.12,80.3
2011,11,4.0,729.4599999927339,736.0211111099001,720.0330158718049,726.4404761602008,48637.00793650794,44.9,226.23,302.4,627.04,90.85
2011,12,1.0,695.5415872846331,703.1373809632801,689.282936550322,696.0611111474416,29391.0,35.2,225.672,277.6,602.01,92.22
2012,1,1.0,720.8590833663941,727.7434166908264,713.3191666285197,719.445666662852,44574.55,30.2,226.665,295.0,630.86,93.78
2012,2,1.0,727.029333337148,734.1869999567667,720.6479166984558,728.2113333384196,52447.958333333336,32.9,227.663,294.1,640.39,96.11
2012,3,1.0,749.9060605367025,758.096666653951,743.9065908952193,751.2804545200232,33928.51515151515,53.5,229.392,301.6,650.8,99.86
2012,4,1.0,771.3062500317891,779.7130000750224,764.5609999974569,772.1870833396912,45120.125,50.7,230.085,302.7,633.95,97.15
2012,5,1.0,763.214318188754,769.1332576636112,753.9551514712247,760.0526514920322,33488.75,65.6,229.815,302.4,617.01,93.06
2012,6,1.0,745.3334920671251,758.1412699563163,738.196984124562,747.7595238155789,46888.579365079364,74.0,229.478,277.1,603.19,76.62
2012,7,3.0,871.3184127504863,884.9653968508281,861.2115079788935,874.4206349811857,17067.214285714286,81.0,229.104,330.4,777.37,81.51
2012,8,2.0,894.9471014824467,905.0738405697588,885.2665942095329,895.42159420511,16478.152173913044,73.3,230.379,367.1,803.54,88.67
2012,9,3.0,879.3964912347626,887.0886841489557,870.0122806482148,877.5605263291744,32264.754385964912,64.1,231.407,359.7,763.26,89.55
2012,10,5.0,855.3666666727217,863.7389682588123,847.8273809221056,855.0325396704295,50318.84920634921,51.5,231.31700000000004,349.7,751.14,84.24
2012,11,4.0,833.1657143244668,839.2600000169542,826.3963492257254,832.4039682055277,43520.269841269845,40.5,230.221,346.1,740.11,81.43
2012,12,1.0,831.9158332506815,836.9994166692098,824.4342499732971,829.764416662852,27651.191666666666,36.1,229.601,351.9,717.95,82.99
2013,1,1.0,813.2188095213875,820.0456348600842,807.230555519225,814.260317423987,41473.119047619046,26.6,230.28,322.7,714.65,89.14
2013,2,1.0,826.4650000522012,833.8671930212723,818.7863157841198,825.8471052604809,51202.76315789474,26.1,232.166,338.6,707.01,90.14000000000001
2013,3,1.0,815.1840833028158,821.6588332811991,807.6444999694825,813.89608335495,24559.058333333334,32.6,232.773,332.6,726.24,88.19
2013,4,1.0,793.9044696923459,802.1637878995953,786.4221211924697,794.4467424334902,43008.80303030303,46.9,232.531,305.5,648.5,86.99
2013,5,1.0,810.6254544980599,818.5840909264305,804.9797726833459,811.9148484721328,26081.340909090908,61.0,232.945,312.0,671.64,90.06
2013,6,1.0,823.2142500559489,831.0706665992736,816.2556666374206,824.4528333346049,37628.65833333333,68.5,233.504,319.1,662.26,90.77
2013,7,3.0,790.971212126992,798.5249242493601,784.3023484836925,790.6192424369581,14615.174242424242,73.2,233.596,308.7,589.24,99.49
2013,8,2.0,751.4709090897531,760.4264394297744,744.7579545974731,752.1631818829161,17382.68181818182,73.0,233.877,265.0,483.17,101.52
2013,9,3.0,747.1460000038147,752.6550833702088,740.376416683197,746.0995000521342,25425.325,67.2,234.149,256.8,466.0,101.32
2013,10,5.0,728.0372463171033,734.2073913242506,723.4014492587767,728.5072463768116,46873.89855072464,53.1,233.546,224.8,439.16,95.59
2013,11,4.0,730.4217500050862,736.0850833574931,726.4765833536784,731.389833386739,49037.15,37.5,233.069,222.0,423.0,88.89
2013,12,1.0,731.2237301781064,735.5303969307552,726.3196824997191,730.7088888864669,25975.65873015873,23.3,233.049,223.9,426.36,92.47
2014,1,1.0,721.9448412032355,727.4042063516284,717.5313492426797,722.267063534449,43125.34920634921,15.7,233.916,222.4,427.23,89.79
2014,2,1.0,749.9370175411826,758.9795614543714,745.0454386326305,753.1814913164105,55007.491228070176,17.3,234.781,230.2,447.29,95.21
2014,3,1.0,780.7069047594828,788.7176984756712,774.2269047933911,781.9006349170019,24397.873015873014,31.7,236.293,246.1,482.43,95.47
2014,4,1.0,789.8157936580598,797.6361904447041,783.6338095286536,791.0358729892307,42395.76190476191,48.6,237.072,251.8,502.2,96.92
2014,5,1.0,786.4398412250337,791.2129364921933,780.543571472168,784.8879364558628,23980.126984126986,60.4,237.9,248.9,488.7,96.72
2014,6,1.0,741.1534920344277,748.0718254210457,734.115079334804,739.4897618672204,42272.89682539683,70.9,238.343,228.6,446.67,99.93
2014,7,3.0,677.5610606453636,682.7621212294607,669.0740151260839,674.2530303434892,14285.85606060606,70.4,238.25,211.2,383.3,97.44
2014,8,2.0,640.2506349351671,648.2808729504782,633.8118254040915,640.4678571186369,20336.722222222223,73.7,237.852,197.9,359.35,91.31
2014,9,3.0,596.3070634206136,600.2638888888889,590.5693650775486,594.2635713910299,25932.150793650795,63.9,238.031,190.5,335.39,88.14
2014,10,5.0,586.6868115991786,594.5335506770922,581.424347822217,588.4734782481539,59278.89855072464,52.0,237.433,179.5,349.41,79.71
2014,11,4.0,595.174649054544,601.2073685160855,589.683157870644,595.3440350649649,51374.05263157895,33.6,236.151,196.2,373.17,70.82
2014,12,1.0,603.5446212074974,609.7655302972505,597.7449242707455,603.1388636502353,32430.583333333332,32.0,234.812,196.1,395.8,54.33
2015,1,1.0,570.5939999421438,575.2386666615804,564.0674167156219,567.9827500343323,46088.24166666667,22.3,233.707,199.0,388.1,43.37
2015,2,1.0,546.2232456207275,553.4732456207275,540.6717543685645,547.2280701085141,56042.745614035084,14.6,234.722,193.8,383.68000000000006,45.66
2015,3,1.0,548.3068939555775,553.2813636895382,543.5724242094791,548.0189393939394,34428.21212121212,35.4,236.119,195.8,382.94,42.66
2015,4,1.0,532.169682533022,536.7424603568184,526.2853968332685,530.6674603356255,51664.38888888889,49.4,236.599,194.1,373.96,48.82
2015,5,1.0,511.7001666545868,515.5110833803813,507.27641666730244,510.0332500616709,32802.24166666667,60.4,237.805,187.8,359.24,54.24
2015,6,1.0,519.2721969720089,527.5244696935018,515.1440150521018,522.3711362896544,64404.916666666664,67.4,238.638,183.1,364.4,54.61
2015,7,3.0,555.2654545668399,559.9816666805383,548.8029545148214,553.7884848623564,20352.31818181818,72.3,238.654,203.5,406.35,46.54
2015,8,2.0,534.7089682836381,541.5208730243501,528.1949206609575,534.8663492051381,25778.35714285714,71.8,238.316,184.5,367.71,38.46
2015,9,3.0,541.0915873088534,545.7555555767483,537.0969841215345,541.6407936338394,30894.722222222223,69.0,237.945,180.0,373.8,40.64
2015,10,5.0,544.5119696819421,549.9384090828173,539.251363624226,543.6818181962678,58536.15909090909,54.7,237.838,188.6,383.06,41.77
2015,11,4.0,527.3113333066304,532.1501666704813,522.6812499523163,527.191083351771,55447.5,44.6,237.33599999999998,187.1,366.31,38.21
2015,12,1.0,517.9612121582031,522.6101515365369,512.7033333200397,517.0002273068284,34843.88636363636,39.0,236.525,181.0,369.32,32.94
2016,1,1.0,510.553684217888,514.9244736955877,506.2764035275108,511.0523684484917,51642.88596491228,24.7,236.916,173.9,361.84,27.9
2016,2,1.0,500.309083366394,504.0894999821981,495.048416630427,498.8574999968211,61343.09166666667,30.4,237.111,181.6,363.28,26.12
2016,3,1.0,494.341363661217,497.5621969338619,490.29787880001646,493.72242427594733,36553.257575757576,43.3,238.132,171.9,363.49,33.25
2016,4,1.0,506.2395237211197,513.8461111462306,501.847222282773,508.80365075005426,71243.08730158731,47.8,239.261,172.6,372.68,36.49
2016,5,1.0,542.0161110862853,547.2254761589897,536.9046825075907,542.0256349321396,38944.54761904762,59.7,240.229,184.2,389.42,42.3
2016,6,1.0,559.6492424155726,567.7738636768225,552.5587121356617,559.4915150584596,66675.46212121213,71.6,241.018,194.9,410.26,44.18
2016,7,3.0,519.861166636149,524.7461666901906,512.0535000006358,517.0953333059947,18622.4,75.5,240.628,178.4,343.3,40.71
2016,8,2.0,488.9167390906292,493.93398548900217,482.116811627927,486.8353622961735,24200.978260869564,75.8,240.849,172.4,323.04,40.75
2016,9,3.0,477.267222162277,481.4647618551103,473.9399999285501,477.7942063770597,30416.06349206349,69.6,241.428,165.1,328.9,40.78
2016,10,5.0,497.4243333498637,504.0189166069031,493.35474999745685,498.61416664123533,63101.65833333333,56.9,241.729,168.4,349.8,45.37
2016,11,4.0,495.7090833346049,500.40133336385094,490.79116671880087,495.0776666323344,58010.3,46.8,241.353,170.8,345.21,43.9
2016,12,1.0,498.24579366048175,502.3554760766408,493.9599999927339,497.5498412904285,34186.19841269841,25.0,241.432,167.0,349.68,44.05
2017,1,1.0,512.8219999631245,517.1687499682108,508.76058333714803,513.3436666806539,51859.316666666666,28.8,242.839,174.5,361.81,48.2
2017,2,1.0,514.6845613446152,519.4962280674985,510.78043860719913,515.1251753422252,65499.80701754386,38.0,243.603,178.5,369.21,49.35
2017,3,1.0,509.24760868238366,512.0334782254869,505.6124637852544,508.358333380326,33910.54347826087,39.5,243.80100000000002,182.4,362.78,45.9
2017,4,1.0,495.57359648587413,499.48473677718846,491.61271931832295,494.90333336278013,61190.47368421053,53.7,244.524,173.4,363.01,47.08
2017,5,1.0,510.85696970332754,515.2778788046403,507.5969696911898,511.6179545431426,33950.280303030304,57.9,244.733,173.7,366.61,44.55
2017,6,1.0,527.3093181956898,534.2809090903311,523.0306817835027,528.6731060923952,71030.11363636363,72.4,244.955,174.6,372.28,41.16
2017,7,3.0,565.3059999465943,570.6499166806539,560.3884166399638,565.4075833002727,21420.508333333335,74.6,244.786,175.8,377.6,42.61
2017,8,2.0,541.7766666965208,545.7892028698022,536.7036956565968,540.3944927436718,29592.065217391304,71.5,245.51900000000003,166.8,353.12,44.15
2017,9,3.0,544.2755000432333,547.4501666704814,540.4866667429607,544.1585000038147,31348.033333333333,69.4,246.819,160.6,347.95,45.61
2017,10,5.0,540.501969684254,544.4527273178101,536.1346969604492,539.7021969881924,61074.34848484849,57.6,246.663,162.6,349.39,48.53
2017,11,4.0,536.2480952550494,540.1107936132522,532.6002380128891,537.0961904374379,62956.69841269841,39.7,246.669,164.5,343.18,52.85
2017,12,1.0,534.3158333778381,537.4000833193461,530.5685833295187,533.2125833829244,33897.36666666667,27.2,246.524,165.3,344.55,54.24
2018,1,1.0,539.9392063806928,543.9635713668097,537.3025396135118,541.1958730485704,56513.84920634921,24.6,247.867,168.7,352.73,59.93
2018,2,1.0,561.0799122860557,565.7231578994216,557.1331578974139,561.7948245500263,83630.11403508772,28.8,248.991,180.9,365.92,58.47
2018,3,1.0,571.1150000133212,574.6561904937502,566.9684920689416,570.5687301575191,39854.98412698413,36.9,249.554,187.1,379.61,59.18
2018,4,1.0,576.645079370529,582.4770634817698,571.9018254053025,577.6592857572767,65855.01587301587,41.2,250.546,187.5,385.49,62.62
2018,5,1.0,574.3246211861119,578.478712125258,569.367272752704,573.5777272889109,38571.666666666664,66.1,251.58800000000002,195.8,398.23,66.19
2018,6,1.0,545.8008730297997,552.8737301750789,535.7484126923576,543.4165873300461,71959.6507936508,71.5,251.989,189.6,364.87,63.75
2018,7,3.0,526.7123016024393,531.6157936520046,522.6008729934692,527.4487301054455,20494.103174603173,76.2,252.006,173.0,349.15,67.27
2018,8,2.0,522.3070290192314,528.3241304314655,514.7931159337362,520.4855797532676,27412.978260869564,76.3,252.14600000000002,177.3,358.34,64.25
2018,9,3.0,500.40377191911665,503.71728070576984,495.87964912883024,499.1475438904344,30742.72807017544,68.9,252.439,174.5,352.34,66.57
2018,10,5.0,520.67797098298,526.5997101327647,516.0360869393833,521.602101450381,56924.18115942029,52.7,252.885,173.5,368.15,67.11
2018,11,4.0,519.3433333351499,523.9257142657325,515.3762698551965,519.6647618914408,56604.45238095238,34.6,252.038,177.2,365.8,53.3
2018,12,1.0,526.0934821537563,529.0863392523357,521.7478571278708,524.3490178074155,30702.464285714286,33.2,251.233,181.0,375.34,45.3
2019,1,1.0,526.1162698685176,530.0600000411745,523.4876983884781,526.6166666727217,46403.031746031746,21.0,251.712,.,378.69,48.07
2019,2,1.0,518.0203509079782,521.5391228157177,513.1116666459201,516.4345613613464,72351.59649122808,25.9,252.776,184.9,373.79,51.67999999999999
2019,3,1.0,512.3290475966438,515.0457936544267,508.6697619301932,511.57507937295094,33727.5873015873,34.3,254.202,183.7,366.63,54.69
2019,4,1.0,504.64944445897663,508.07103172181144,500.2342857330564,503.75547614930167,61635.380952380954,49.7,255.548,179.0,357.7,60.39
2019,5,1.0,445.84516666730246,451.04666665395104,442.4219999790192,446.9814166386922,65338.916666666664,58.0,256.092,176.3,379.76,57.4
2019,6,1.0,543.0566666762035,548.6416666666667,536.334583346049,542.2275833129883,75943.90833333334,67.8,256.143,200.4,435.22,54.56000000000001
2019,7,3.0,538.5209091070926,542.5467424248204,534.0042424057469,537.7382575670878,24646.295454545456,77.1,256.571,202.0,427.05,52.62
2019,8,2.0,511.4079545627941,515.4465909004211,506.20712121327716,510.212803031459,32771.26515151515,72.9,256.558,189.1,376.24,52.96
2019,9,3.0,522.6174166520436,525.8927499930064,519.454083331426,522.945333369573,28943.475,69.4,256.759,167.9,362.16,52.2
2019,10,5.0,538.9582608679067,544.0502173935158,535.4062319078307,539.3465941885244,59773.065217391304,50.9,257.346,180.5,389.77,52.21
2019,11,4.0,540.1728333155314,543.7622499942779,537.0910833199819,540.2159166971843,55100.6,34.8,257.208,183.8,373.62,51.98
2019,12,1.0,555.242222240993,559.5626984248086,552.6971428432162,556.4823809578305,35562.01587301587,34.0,256.974,182.4,377.92,54.92
2020,1,1.0,576.0137302005102,579.7561110996064,571.3622222476536,575.5673015836685,51207.944444444445,30.1,257.971,186.4,385.74,55.74
2020,2,1.0,567.1685964852048,571.3117544274581,562.4608771842823,566.8571929597018,64840.78070175439,30.2,258.678,186.5,377.45,51.94
2020,3,1.0,554.2306817950624,560.7567424051689,548.6531818129799,553.9124242320205,38441.55303030303,42.8,258.115,185.1,359.93,27.3
2020,4,1.0,578.7714285774837,588.351984114874,569.4868253677611,580.2917460032871,46380.3253968254,48.4,256.389,166.1,320.9,16.22
2020,5,1.0,603.6287499904632,608.8762499809266,599.5758333206177,604.831749979655,27323.25,59.9,256.394,156.5,318.7,25.65
2020,6,1.0,603.9112120975147,616.0257575873172,590.4379545414087,600.5462878978614,61399.15151515151,74.0,257.797,162.8,327.61,35.02
2020,7,3.0,565.7830302932045,570.0100000121377,557.5282575722897,560.5352272553878,20274.651515151516,79.2,259.101,170.9,332.07,37.39
2020,8,2.0,525.4232539979238,530.8165873421563,522.1076190433805,526.8527777989706,29851.579365079364,76.8,259.918,158.7,325.15,38.91
2020,9,3.0,564.3423809475369,570.7400793650794,560.1138889070542,565.3534920404828,39599.93650793651,66.3,260.28,175.5,362.38,36.34
2020,10,5.0,594.1106818228056,600.6855304024436,588.8450757373463,594.929015231855,70237.63636363637,51.5,260.388,188.9,398.9,36.16
